Temperature - (Celsius), Year, Statistics, Country, ISO3
9.76006, 1951, Aug Average, Canada, CAN
4.04191, 1951, Sep Average, Canada, CAN
-5.511, 1951, Oct Average, Canada, CAN
-14.898, 1951, Nov Average, Canada, CAN
-23.999, 1951, Dec Average, Canada, CAN
-26.942, 1952, Jan Average, Canada, CAN
-22.767, 1952, Feb Average, Canada, CAN
-18.052, 1952, Mar Average, Canada, CAN
-7.0386, 1952, Apr Average, Canada, CAN
2.09569, 1952, May Average, Canada, CAN
7.5728, 1952, Jun Average, Canada, CAN
11.148, 1952, Jul Average, Canada, CAN
9.20712, 1952, Aug Average, Canada, CAN
3.47021, 1952, Sep Average, Canada, CAN
-4.316, 1952, Oct Average, Canada, CAN
-11.771, 1952, Nov Average, Canada, CAN
-16.699, 1952, Dec Average, Canada, CAN
-25.868, 1953, Jan Average, Canada, CAN
-20.229, 1953, Feb Average, Canada, CAN
-17.199, 1953, Mar Average, Canada, CAN
-7.1223, 1953, Apr Average, Canada, CAN
0.22777, 1953, May Average, Canada, CAN
6.84621, 1953, Jun Average, Canada, CAN
10.8157, 1953, Jul Average, Canada, CAN
10.2843, 1953, Aug Average, Canada, CAN
3.91984, 1953, Sep Average, Canada, CAN
-3.5497, 1953, Oct Average, Canada, CAN
-11.493, 1953, Nov Average, Canada, CAN
-20.871, 1953, Dec Average, Canada, CAN
-28.434, 1954, Jan Average, Canada, CAN
-21.008, 1954, Feb Average, Canada, CAN
-18.054, 1954, Mar Average, Canada, CAN
-12.954, 1954, Apr Average, Canada, CAN
-0.3915, 1954, May Average, Canada, CAN
7.31068, 1954, Jun Average, Canada, CAN
11.3664, 1954, Jul Average, Canada, CAN
10.6686, 1954, Aug Average, Canada, CAN
4.38948, 1954, Sep Average, Canada, CAN
-3.474, 1954, Oct Average, Canada, CAN
-11.691, 1954, Nov Average, Canada, CAN
-19.637, 1954, Dec Average, Canada, CAN
-22.474, 1955, Jan Average, Canada, CAN
-24.738, 1955, Feb Average, Canada, CAN
-21.556, 1955, Mar Average, Canada, CAN
-8.1011, 1955, Apr Average, Canada, CAN
-0.0515, 1955, May Average, Canada, CAN
8.42919, 1955, Jun Average, Canada, CAN
11.5567, 1955, Jul Average, Canada, CAN
9.87355, 1955, Aug Average, Canada, CAN
3.33361, 1955, Sep Average, Canada, CAN
-2.2639, 1955, Oct Average, Canada, CAN
-16.848, 1955, Nov Average, Canada, CAN
-23.182, 1955, Dec Average, Canada, CAN
-23.629, 1956, Jan Average, Canada, CAN
-23.848, 1956, Feb Average, Canada, CAN
-19.969, 1956, Mar Average, Canada, CAN
-9.5807, 1956, Apr Average, Canada, CAN
-2.3722, 1956, May Average, Canada, CAN
6.7466, 1956, Jun Average, Canada, CAN
10.9964, 1956, Jul Average, Canada, CAN
9.10694, 1956, Aug Average, Canada, CAN
2.15858, 1956, Sep Average, Canada, CAN
-5.4911, 1956, Oct Average, Canada, CAN
-13.72, 1956, Nov Average, Canada, CAN
-23.568, 1956, Dec Average, Canada, CAN
-27.093, 1957, Jan Average, Canada, CAN
-23.642, 1957, Feb Average, Canada, CAN
-16.35, 1957, Mar Average, Canada, CAN
-9.9432, 1957, Apr Average, Canada, CAN
-1.1884, 1957, May Average, Canada, CAN
6.61404, 1957, Jun Average, Canada, CAN
10.9601, 1957, Jul Average, Canada, CAN
9.64976, 1957, Aug Average, Canada, CAN
4.60122, 1957, Sep Average, Canada, CAN
-3.9713, 1957, Oct Average, Canada, CAN
-14.175, 1957, Nov Average, Canada, CAN
-21.959, 1957, Dec Average, Canada, CAN
-19.872, 1958, Jan Average, Canada, CAN
-24.364, 1958, Feb Average, Canada, CAN
-15.744, 1958, Mar Average, Canada, CAN
-9.8037, 1958, Apr Average, Canada, CAN
0.80985, 1958, May Average, Canada, CAN
6.80761, 1958, Jun Average, Canada, CAN
11.2831, 1958, Jul Average, Canada, CAN
10.198, 1958, Aug Average, Canada, CAN
4.23913, 1958, Sep Average, Canada, CAN
-3.5659, 1958, Oct Average, Canada, CAN
-14.85, 1958, Nov Average, Canada, CAN
-21.76, 1958, Dec Average, Canada, CAN
-24.601, 1959, Jan Average, Canada, CAN
-23.921, 1959, Feb Average, Canada, CAN
-19.115, 1959, Mar Average, Canada, CAN
-9.9919, 1959, Apr Average, Canada, CAN
-1.717, 1959, May Average, Canada, CAN
6.39038, 1959, Jun Average, Canada, CAN
11.2044, 1959, Jul Average, Canada, CAN
8.63385, 1959, Aug Average, Canada, CAN
3.5565, 1959, Sep Average, Canada, CAN
-6.5506, 1959, Oct Average, Canada, CAN
-15.025, 1959, Nov Average, Canada, CAN
-17.627, 1959, Dec Average, Canada, CAN
-23.752, 1960, Jan Average, Canada, CAN
-20.399, 1960, Feb Average, Canada, CAN
-21.141, 1960, Mar Average, Canada, CAN
-10.03, 1960, Apr Average, Canada, CAN
1.15249, 1960, May Average, Canada, CAN
8.07571, 1960, Jun Average, Canada, CAN
11.4481, 1960, Jul Average, Canada, CAN
10.1945, 1960, Aug Average, Canada, CAN
4.0951, 1960, Sep Average, Canada, CAN
-3.4975, 1960, Oct Average, Canada, CAN
-14.641, 1960, Nov Average, Canada, CAN
-19.395, 1960, Dec Average, Canada, CAN
-24.571, 1961, Jan Average, Canada, CAN
-22.812, 1961, Feb Average, Canada, CAN
-20.402, 1961, Mar Average, Canada, CAN
-9.99, 1961, Apr Average, Canada, CAN
-1.0889, 1961, May Average, Canada, CAN
7.98074, 1961, Jun Average, Canada, CAN
11.8307, 1961, Jul Average, Canada, CAN
9.95905, 1961, Aug Average, Canada, CAN
2.35583, 1961, Sep Average, Canada, CAN
-5.5373, 1961, Oct Average, Canada, CAN
-13.965, 1961, Nov Average, Canada, CAN
-22.447, 1961, Dec Average, Canada, CAN
-25.147, 1962, Jan Average, Canada, CAN
-26.176, 1962, Feb Average, Canada, CAN
-17.012, 1962, Mar Average, Canada, CAN
-10.372, 1962, Apr Average, Canada, CAN
-1.5125, 1962, May Average, Canada, CAN
7.66347, 1962, Jun Average, Canada, CAN
11.1933, 1962, Jul Average, Canada, CAN
9.97706, 1962, Aug Average, Canada, CAN
3.81487, 1962, Sep Average, Canada, CAN
-2.9192, 1962, Oct Average, Canada, CAN
-13.328, 1962, Nov Average, Canada, CAN
-19.902, 1962, Dec Average, Canada, CAN
-25.084, 1963, Jan Average, Canada, CAN
-22.26, 1963, Feb Average, Canada, CAN
-20.755, 1963, Mar Average, Canada, CAN
-8.0559, 1963, Apr Average, Canada, CAN
-0.9699, 1963, May Average, Canada, CAN
6.93811, 1963, Jun Average, Canada, CAN
11.3588, 1963, Jul Average, Canada, CAN
9.88815, 1963, Aug Average, Canada, CAN
3.34786, 1963, Sep Average, Canada, CAN
-2.2787, 1963, Oct Average, Canada, CAN
-13.216, 1963, Nov Average, Canada, CAN
-20.425, 1963, Dec Average, Canada, CAN
-23.948, 1964, Jan Average, Canada, CAN
-21.172, 1964, Feb Average, Canada, CAN
-23.057, 1964, Mar Average, Canada, CAN
-11.352, 1964, Apr Average, Canada, CAN
-0.3296, 1964, May Average, Canada, CAN
6.59702, 1964, Jun Average, Canada, CAN
10.9128, 1964, Jul Average, Canada, CAN
9.13159, 1964, Aug Average, Canada, CAN
3.02751, 1964, Sep Average, Canada, CAN
-4.2525, 1964, Oct Average, Canada, CAN
-14.059, 1964, Nov Average, Canada, CAN
-23.655, 1964, Dec Average, Canada, CAN
-25.537, 1965, Jan Average, Canada, CAN
-25.93, 1965, Feb Average, Canada, CAN
-18.356, 1965, Mar Average, Canada, CAN
-9.518, 1965, Apr Average, Canada, CAN
0.26096, 1965, May Average, Canada, CAN
6.39495, 1965, Jun Average, Canada, CAN
10.4211, 1965, Jul Average, Canada, CAN
9.09029, 1965, Aug Average, Canada, CAN
1.67912, 1965, Sep Average, Canada, CAN
-4.8344, 1965, Oct Average, Canada, CAN
-14.348, 1965, Nov Average, Canada, CAN
-20.488, 1965, Dec Average, Canada, CAN
-28.367, 1966, Jan Average, Canada, CAN
-22.301, 1966, Feb Average, Canada, CAN
-17.737, 1966, Mar Average, Canada, CAN
-11.156, 1966, Apr Average, Canada, CAN
-0.0794, 1966, May Average, Canada, CAN
7.36513, 1966, Jun Average, Canada, CAN
11.3856, 1966, Jul Average, Canada, CAN
9.94965, 1966, Aug Average, Canada, CAN
4.80353, 1966, Sep Average, Canada, CAN
-5.0467, 1966, Oct Average, Canada, CAN
-17.123, 1966, Nov Average, Canada, CAN
-20.502, 1966, Dec Average, Canada, CAN
-24.572, 1967, Jan Average, Canada, CAN
-26.08, 1967, Feb Average, Canada, CAN
-20.939, 1967, Mar Average, Canada, CAN
-11.68, 1967, Apr Average, Canada, CAN
-0.4472, 1967, May Average, Canada, CAN
6.86649, 1967, Jun Average, Canada, CAN
10.7277, 1967, Jul Average, Canada, CAN
9.82366, 1967, Aug Average, Canada, CAN
4.30979, 1967, Sep Average, Canada, CAN
-3.7117, 1967, Oct Average, Canada, CAN
-14.394, 1967, Nov Average, Canada, CAN
-19.074, 1967, Dec Average, Canada, CAN
-25.867, 1968, Jan Average, Canada, CAN
-22.834, 1968, Feb Average, Canada, CAN
-16.238, 1968, Mar Average, Canada, CAN
-9.5142, 1968, Apr Average, Canada, CAN
-0.4307, 1968, May Average, Canada, CAN
6.8734, 1968, Jun Average, Canada, CAN
10.209, 1968, Jul Average, Canada, CAN
8.38413, 1968, Aug Average, Canada, CAN
4.70434, 1968, Sep Average, Canada, CAN
-2.2533, 1968, Oct Average, Canada, CAN
-13.354, 1968, Nov Average, Canada, CAN
-22.107, 1968, Dec Average, Canada, CAN
-26.245, 1969, Jan Average, Canada, CAN
-20.471, 1969, Feb Average, Canada, CAN
-18.649, 1969, Mar Average, Canada, CAN
-8.8256, 1969, Apr Average, Canada, CAN
-0.8253, 1969, May Average, Canada, CAN
6.10342, 1969, Jun Average, Canada, CAN
10.7491, 1969, Jul Average, Canada, CAN
9.96338, 1969, Aug Average, Canada, CAN
3.23964, 1969, Sep Average, Canada, CAN
-3.7603, 1969, Oct Average, Canada, CAN
-13.472, 1969, Nov Average, Canada, CAN
-16.841, 1969, Dec Average, Canada, CAN
-24.875, 1970, Jan Average, Canada, CAN
-22.899, 1970, Feb Average, Canada, CAN
-17.491, 1970, Mar Average, Canada, CAN
-10.191, 1970, Apr Average, Canada, CAN
-1.5701, 1970, May Average, Canada, CAN
7.58099, 1970, Jun Average, Canada, CAN
11.5285, 1970, Jul Average, Canada, CAN
10.0692, 1970, Aug Average, Canada, CAN
3.29204, 1970, Sep Average, Canada, CAN
-3.6619, 1970, Oct Average, Canada, CAN
-13.886, 1970, Nov Average, Canada, CAN
-24.38, 1970, Dec Average, Canada, CAN
-26.33, 1971, Jan Average, Canada, CAN
-22.421, 1971, Feb Average, Canada, CAN
-17.93, 1971, Mar Average, Canada, CAN
-8.9378, 1971, Apr Average, Canada, CAN
0.53579, 1971, May Average, Canada, CAN
8.10098, 1971, Jun Average, Canada, CAN
11.1785, 1971, Jul Average, Canada, CAN
9.71501, 1971, Aug Average, Canada, CAN
4.15823, 1971, Sep Average, Canada, CAN
-2.9688, 1971, Oct Average, Canada, CAN
-14.836, 1971, Nov Average, Canada, CAN
-24.332, 1971, Dec Average, Canada, CAN
-28.23, 1972, Jan Average, Canada, CAN
-27.361, 1972, Feb Average, Canada, CAN
-19.487, 1972, Mar Average, Canada, CAN
-11.796, 1972, Apr Average, Canada, CAN
-0.8731, 1972, May Average, Canada, CAN
6.43294, 1972, Jun Average, Canada, CAN
9.90242, 1972, Jul Average, Canada, CAN
9.42089, 1972, Aug Average, Canada, CAN
1.23856, 1972, Sep Average, Canada, CAN
-6.5425, 1972, Oct Average, Canada, CAN
-15.055, 1972, Nov Average, Canada, CAN
-25.063, 1972, Dec Average, Canada, CAN
-23.352, 1973, Jan Average, Canada, CAN
-24.388, 1973, Feb Average, Canada, CAN
-17.157, 1973, Mar Average, Canada, CAN
-9.8949, 1973, Apr Average, Canada, CAN
1.07998, 1973, May Average, Canada, CAN
8.19086, 1973, Jun Average, Canada, CAN
11.7949, 1973, Jul Average, Canada, CAN
10.6666, 1973, Aug Average, Canada, CAN
4.43114, 1973, Sep Average, Canada, CAN
-2.3463, 1973, Oct Average, Canada, CAN
-14.706, 1973, Nov Average, Canada, CAN
-20.48, 1973, Dec Average, Canada, CAN
-27.54, 1974, Jan Average, Canada, CAN
-24.226, 1974, Feb Average, Canada, CAN
-21.753, 1974, Mar Average, Canada, CAN
-11.256, 1974, Apr Average, Canada, CAN
-1.0459, 1974, May Average, Canada, CAN
7.31352, 1974, Jun Average, Canada, CAN
11.2722, 1974, Jul Average, Canada, CAN
9.17346, 1974, Aug Average, Canada, CAN
2.18441, 1974, Sep Average, Canada, CAN
-6.1118, 1974, Oct Average, Canada, CAN
-12.821, 1974, Nov Average, Canada, CAN
-19.522, 1974, Dec Average, Canada, CAN
-26.789, 1975, Jan Average, Canada, CAN
-23.189, 1975, Feb Average, Canada, CAN
-20.052, 1975, Mar Average, Canada, CAN
-9.3225, 1975, Apr Average, Canada, CAN
1.21606, 1975, May Average, Canada, CAN
8.81592, 1975, Jun Average, Canada, CAN
12.066, 1975, Jul Average, Canada, CAN
9.5822, 1975, Aug Average, Canada, CAN
3.57332, 1975, Sep Average, Canada, CAN
-4.0942, 1975, Oct Average, Canada, CAN
-14.629, 1975, Nov Average, Canada, CAN
-22.847, 1975, Dec Average, Canada, CAN
-24.142, 1976, Jan Average, Canada, CAN
-23.668, 1976, Feb Average, Canada, CAN
-20.067, 1976, Mar Average, Canada, CAN
-7.1204, 1976, Apr Average, Canada, CAN
0.30612, 1976, May Average, Canada, CAN
7.25431, 1976, Jun Average, Canada, CAN
11.1898, 1976, Jul Average, Canada, CAN
9.57152, 1976, Aug Average, Canada, CAN
4.51206, 1976, Sep Average, Canada, CAN
-5.1781, 1976, Oct Average, Canada, CAN
-13.302, 1976, Nov Average, Canada, CAN
-22.654, 1976, Dec Average, Canada, CAN
-21.066, 1977, Jan Average, Canada, CAN
-19.836, 1977, Feb Average, Canada, CAN
-16.35, 1977, Mar Average, Canada, CAN
-7.8765, 1977, Apr Average, Canada, CAN
1.54622, 1977, May Average, Canada, CAN
7.95252, 1977, Jun Average, Canada, CAN
10.7668, 1977, Jul Average, Canada, CAN
9.19005, 1977, Aug Average, Canada, CAN
4.05278, 1977, Sep Average, Canada, CAN
-2.9169, 1977, Oct Average, Canada, CAN
-13.852, 1977, Nov Average, Canada, CAN
-23.743, 1977, Dec Average, Canada, CAN
-24.226, 1978, Jan Average, Canada, CAN
-19.712, 1978, Feb Average, Canada, CAN
-19.407, 1978, Mar Average, Canada, CAN
-10.158, 1978, Apr Average, Canada, CAN
-0.6173, 1978, May Average, Canada, CAN
6.0433, 1978, Jun Average, Canada, CAN
10.3079, 1978, Jul Average, Canada, CAN
8.68397, 1978, Aug Average, Canada, CAN
3.37542, 1978, Sep Average, Canada, CAN
-6.5219, 1978, Oct Average, Canada, CAN
-16.318, 1978, Nov Average, Canada, CAN
-20.41, 1978, Dec Average, Canada, CAN
-23.26, 1979, Jan Average, Canada, CAN
-30.104, 1979, Feb Average, Canada, CAN
-18.966, 1979, Mar Average, Canada, CAN
-9.9584, 1979, Apr Average, Canada, CAN
-0.1377, 1979, May Average, Canada, CAN
6.63868, 1979, Jun Average, Canada, CAN
11.7178, 1979, Jul Average, Canada, CAN
8.97688, 1979, Aug Average, Canada, CAN
3.65282, 1979, Sep Average, Canada, CAN
-4.2258, 1979, Oct Average, Canada, CAN
-12.068, 1979, Nov Average, Canada, CAN
-19.641, 1979, Dec Average, Canada, CAN
-23.949, 1980, Jan Average, Canada, CAN
-20.006, 1980, Feb Average, Canada, CAN
-17.805, 1980, Mar Average, Canada, CAN
-8.0877, 1980, Apr Average, Canada, CAN
1.69982, 1980, May Average, Canada, CAN
7.28118, 1980, Jun Average, Canada, CAN
10.8725, 1980, Jul Average, Canada, CAN
10.0146, 1980, Aug Average, Canada, CAN
2.21258, 1980, Sep Average, Canada, CAN
-3.1291, 1980, Oct Average, Canada, CAN
-12.741, 1980, Nov Average, Canada, CAN
-24.257, 1980, Dec Average, Canada, CAN
-18.278, 1981, Jan Average, Canada, CAN
-19.211, 1981, Feb Average, Canada, CAN
-13.994, 1981, Mar Average, Canada, CAN
-10.378, 1981, Apr Average, Canada, CAN
1.08804, 1981, May Average, Canada, CAN
7.26407, 1981, Jun Average, Canada, CAN
11.617, 1981, Jul Average, Canada, CAN
10.859, 1981, Aug Average, Canada, CAN
4.36145, 1981, Sep Average, Canada, CAN
-3.4806, 1981, Oct Average, Canada, CAN
-10.654, 1981, Nov Average, Canada, CAN
-18.561, 1981, Dec Average, Canada, CAN
-28.347, 1982, Jan Average, Canada, CAN
-24.307, 1982, Feb Average, Canada, CAN
-19.772, 1982, Mar Average, Canada, CAN
-11.68, 1982, Apr Average, Canada, CAN
-0.4453, 1982, May Average, Canada, CAN
7.18906, 1982, Jun Average, Canada, CAN
11.4828, 1982, Jul Average, Canada, CAN
8.44477, 1982, Aug Average, Canada, CAN
3.78436, 1982, Sep Average, Canada, CAN
-4.0497, 1982, Oct Average, Canada, CAN
-16.704, 1982, Nov Average, Canada, CAN
-21.955, 1982, Dec Average, Canada, CAN
-24.003, 1983, Jan Average, Canada, CAN
-23.236, 1983, Feb Average, Canada, CAN
-18.749, 1983, Mar Average, Canada, CAN
-9.3896, 1983, Apr Average, Canada, CAN
-2.607, 1983, May Average, Canada, CAN
8.0441, 1983, Jun Average, Canada, CAN
11.4001, 1983, Jul Average, Canada, CAN
10.3634, 1983, Aug Average, Canada, CAN
4.19728, 1983, Sep Average, Canada, CAN
-4.2586, 1983, Oct Average, Canada, CAN
-11.596, 1983, Nov Average, Canada, CAN
-23.561, 1983, Dec Average, Canada, CAN
-25.034, 1984, Jan Average, Canada, CAN
-20.555, 1984, Feb Average, Canada, CAN
-18.094, 1984, Mar Average, Canada, CAN
-7.3443, 1984, Apr Average, Canada, CAN
0.34567, 1984, May Average, Canada, CAN
8.11812, 1984, Jun Average, Canada, CAN
11.7815, 1984, Jul Average, Canada, CAN
10.292, 1984, Aug Average, Canada, CAN
2.49626, 1984, Sep Average, Canada, CAN
-4.3724, 1984, Oct Average, Canada, CAN
-15.297, 1984, Nov Average, Canada, CAN
-24.386, 1984, Dec Average, Canada, CAN
-20.929, 1985, Jan Average, Canada, CAN
-25.172, 1985, Feb Average, Canada, CAN
-17.667, 1985, Mar Average, Canada, CAN
-10.932, 1985, Apr Average, Canada, CAN
0.91549, 1985, May Average, Canada, CAN
7.59738, 1985, Jun Average, Canada, CAN
10.8884, 1985, Jul Average, Canada, CAN
8.92898, 1985, Aug Average, Canada, CAN
4.05695, 1985, Sep Average, Canada, CAN
-4.7472, 1985, Oct Average, Canada, CAN
-17.363, 1985, Nov Average, Canada, CAN
-18.908, 1985, Dec Average, Canada, CAN
-22.694, 1986, Jan Average, Canada, CAN
-21.273, 1986, Feb Average, Canada, CAN
-18.394, 1986, Mar Average, Canada, CAN
-9.7442, 1986, Apr Average, Canada, CAN
0.73193, 1986, May Average, Canada, CAN
6.23032, 1986, Jun Average, Canada, CAN
10.6192, 1986, Jul Average, Canada, CAN
9.14045, 1986, Aug Average, Canada, CAN
2.98315, 1986, Sep Average, Canada, CAN
-5.5232, 1986, Oct Average, Canada, CAN
-17.847, 1986, Nov Average, Canada, CAN
-18.786, 1986, Dec Average, Canada, CAN
-20.816, 1987, Jan Average, Canada, CAN
-20.743, 1987, Feb Average, Canada, CAN
-17.688, 1987, Mar Average, Canada, CAN
-8.4067, 1987, Apr Average, Canada, CAN
-0.5596, 1987, May Average, Canada, CAN
7.76676, 1987, Jun Average, Canada, CAN
11.4372, 1987, Jul Average, Canada, CAN
8.80918, 1987, Aug Average, Canada, CAN
5.26737, 1987, Sep Average, Canada, CAN
-3.6923, 1987, Oct Average, Canada, CAN
-12.837, 1987, Nov Average, Canada, CAN
-16.686, 1987, Dec Average, Canada, CAN
-24.537, 1988, Jan Average, Canada, CAN
-22.672, 1988, Feb Average, Canada, CAN
-15.526, 1988, Mar Average, Canada, CAN
-7.1152, 1988, Apr Average, Canada, CAN
0.62531, 1988, May Average, Canada, CAN
8.17673, 1988, Jun Average, Canada, CAN
11.8185, 1988, Jul Average, Canada, CAN
10.3837, 1988, Aug Average, Canada, CAN
4.31335, 1988, Sep Average, Canada, CAN
-3.4239, 1988, Oct Average, Canada, CAN
-14.518, 1988, Nov Average, Canada, CAN
-20.989, 1988, Dec Average, Canada, CAN
-25.308, 1989, Jan Average, Canada, CAN
-22.621, 1989, Feb Average, Canada, CAN
-21.288, 1989, Mar Average, Canada, CAN
-8.429, 1989, Apr Average, Canada, CAN
-0.5109, 1989, May Average, Canada, CAN
8.32968, 1989, Jun Average, Canada, CAN
12.2875, 1989, Jul Average, Canada, CAN
10.7646, 1989, Aug Average, Canada, CAN
4.20281, 1989, Sep Average, Canada, CAN
-4.3377, 1989, Oct Average, Canada, CAN
-16.656, 1989, Nov Average, Canada, CAN
-22.299, 1989, Dec Average, Canada, CAN
-23.769, 1990, Jan Average, Canada, CAN
-26.31, 1990, Feb Average, Canada, CAN
-15.32, 1990, Mar Average, Canada, CAN
-8.6095, 1990, Apr Average, Canada, CAN
0.20027, 1990, May Average, Canada, CAN
7.89296, 1990, Jun Average, Canada, CAN
11.8204, 1990, Jul Average, Canada, CAN
9.81256, 1990, Aug Average, Canada, CAN
4.12654, 1990, Sep Average, Canada, CAN
-5.4411, 1990, Oct Average, Canada, CAN
-16.389, 1990, Nov Average, Canada, CAN
-24.01, 1990, Dec Average, Canada, CAN
-26.045, 1991, Jan Average, Canada, CAN
-21.036, 1991, Feb Average, Canada, CAN
-17.792, 1991, Mar Average, Canada, CAN
-8.017, 1991, Apr Average, Canada, CAN
1.2486, 1991, May Average, Canada, CAN
8.49863, 1991, Jun Average, Canada, CAN
11.59, 1991, Jul Average, Canada, CAN
10.5824, 1991, Aug Average, Canada, CAN
3.77629, 1991, Sep Average, Canada, CAN
-5.4733, 1991, Oct Average, Canada, CAN
-14.711, 1991, Nov Average, Canada, CAN
-21.206, 1991, Dec Average, Canada, CAN
-22.319, 1992, Jan Average, Canada, CAN
-23.093, 1992, Feb Average, Canada, CAN
-16.191, 1992, Mar Average, Canada, CAN
-10.726, 1992, Apr Average, Canada, CAN
-1.0934, 1992, May Average, Canada, CAN
6.44914, 1992, Jun Average, Canada, CAN
10.1349, 1992, Jul Average, Canada, CAN
9.14015, 1992, Aug Average, Canada, CAN
2.35618, 1992, Sep Average, Canada, CAN
-4.4614, 1992, Oct Average, Canada, CAN
-13.408, 1992, Nov Average, Canada, CAN
-21.939, 1992, Dec Average, Canada, CAN
-23.408, 1993, Jan Average, Canada, CAN
-23.114, 1993, Feb Average, Canada, CAN
-16.475, 1993, Mar Average, Canada, CAN
-8.6535, 1993, Apr Average, Canada, CAN
1.17711, 1993, May Average, Canada, CAN
7.7323, 1993, Jun Average, Canada, CAN
11.4595, 1993, Jul Average, Canada, CAN
9.72543, 1993, Aug Average, Canada, CAN
3.16538, 1993, Sep Average, Canada, CAN
-3.8782, 1993, Oct Average, Canada, CAN
-15.153, 1993, Nov Average, Canada, CAN
-19.856, 1993, Dec Average, Canada, CAN
-26.802, 1994, Jan Average, Canada, CAN
-26.207, 1994, Feb Average, Canada, CAN
-16.623, 1994, Mar Average, Canada, CAN
-9.3534, 1994, Apr Average, Canada, CAN
1.05245, 1994, May Average, Canada, CAN
8.63782, 1994, Jun Average, Canada, CAN
12.2052, 1994, Jul Average, Canada, CAN
10.1797, 1994, Aug Average, Canada, CAN
4.65531, 1994, Sep Average, Canada, CAN
-2.1961, 1994, Oct Average, Canada, CAN
-13.056, 1994, Nov Average, Canada, CAN
-19.491, 1994, Dec Average, Canada, CAN
-21.556, 1995, Jan Average, Canada, CAN
-23.17, 1995, Feb Average, Canada, CAN
-18.469, 1995, Mar Average, Canada, CAN
-7.4833, 1995, Apr Average, Canada, CAN
0.92683, 1995, May Average, Canada, CAN
9.35252, 1995, Jun Average, Canada, CAN
11.2072, 1995, Jul Average, Canada, CAN
10.0106, 1995, Aug Average, Canada, CAN
4.23431, 1995, Sep Average, Canada, CAN
-3.7493, 1995, Oct Average, Canada, CAN
-14.621, 1995, Nov Average, Canada, CAN
-21.957, 1995, Dec Average, Canada, CAN
-27.103, 1996, Jan Average, Canada, CAN
-21.012, 1996, Feb Average, Canada, CAN
-19.204, 1996, Mar Average, Canada, CAN
-9.212, 1996, Apr Average, Canada, CAN
-0.9641, 1996, May Average, Canada, CAN
8.13306, 1996, Jun Average, Canada, CAN
11.6808, 1996, Jul Average, Canada, CAN
9.58337, 1996, Aug Average, Canada, CAN
4.1813, 1996, Sep Average, Canada, CAN
-5.496, 1996, Oct Average, Canada, CAN
-14.427, 1996, Nov Average, Canada, CAN
-20.368, 1996, Dec Average, Canada, CAN
-24.75, 1997, Jan Average, Canada, CAN
-22.087, 1997, Feb Average, Canada, CAN
-19.533, 1997, Mar Average, Canada, CAN
-9.5683, 1997, Apr Average, Canada, CAN
-0.4172, 1997, May Average, Canada, CAN
8.08011, 1997, Jun Average, Canada, CAN
11.8753, 1997, Jul Average, Canada, CAN
9.82408, 1997, Aug Average, Canada, CAN
4.63351, 1997, Sep Average, Canada, CAN
-5.165, 1997, Oct Average, Canada, CAN
-11.688, 1997, Nov Average, Canada, CAN
-17.085, 1997, Dec Average, Canada, CAN
-25.281, 1998, Jan Average, Canada, CAN
-19.185, 1998, Feb Average, Canada, CAN
-16.37, 1998, Mar Average, Canada, CAN
-5.8479, 1998, Apr Average, Canada, CAN
2.69854, 1998, May Average, Canada, CAN
9.22056, 1998, Jun Average, Canada, CAN
12.8029, 1998, Jul Average, Canada, CAN
11.3447, 1998, Aug Average, Canada, CAN
5.69249, 1998, Sep Average, Canada, CAN
-2.1663, 1998, Oct Average, Canada, CAN
-10.505, 1998, Nov Average, Canada, CAN
-18.317, 1998, Dec Average, Canada, CAN
-23.951, 1999, Jan Average, Canada, CAN
-19.867, 1999, Feb Average, Canada, CAN
-14.773, 1999, Mar Average, Canada, CAN
-7.1377, 1999, Apr Average, Canada, CAN
0.38315, 1999, May Average, Canada, CAN
7.9953, 1999, Jun Average, Canada, CAN
11.076, 1999, Jul Average, Canada, CAN
10.4447, 1999, Aug Average, Canada, CAN
4.81506, 1999, Sep Average, Canada, CAN
-4.4399, 1999, Oct Average, Canada, CAN
-11.639, 1999, Nov Average, Canada, CAN
-18.432, 1999, Dec Average, Canada, CAN
-23.767, 2000, Jan Average, Canada, CAN
-20.143, 2000, Feb Average, Canada, CAN
-14.731, 2000, Mar Average, Canada, CAN
-9.269, 2000, Apr Average, Canada, CAN
-0.5437, 2000, May Average, Canada, CAN
7.07799, 2000, Jun Average, Canada, CAN
11.9509, 2000, Jul Average, Canada, CAN
9.59975, 2000, Aug Average, Canada, CAN
3.44001, 2000, Sep Average, Canada, CAN
-3.8811, 2000, Oct Average, Canada, CAN
-12.423, 2000, Nov Average, Canada, CAN
-21.843, 2000, Dec Average, Canada, CAN
-20.382, 2001, Jan Average, Canada, CAN
-22.806, 2001, Feb Average, Canada, CAN
-16.292, 2001, Mar Average, Canada, CAN
-8.7747, 2001, Apr Average, Canada, CAN
0.70346, 2001, May Average, Canada, CAN
7.69781, 2001, Jun Average, Canada, CAN
11.9485, 2001, Jul Average, Canada, CAN
10.6851, 2001, Aug Average, Canada, CAN
5.46594, 2001, Sep Average, Canada, CAN
-3.8514, 2001, Oct Average, Canada, CAN
-11.9, 2001, Nov Average, Canada, CAN
-17.347, 2001, Dec Average, Canada, CAN
-22.522, 2002, Jan Average, Canada, CAN
-23.001, 2002, Feb Average, Canada, CAN
